Title	Year	Genre	Director	Executive Producer	Main Actor	Main Actress	Rating	Country
"Going for Gold" (1987) {(#7.4)}	1987	Game-Show	null	null	Kelly, Henry (I)	null	6.9	UK
"Going for Gold" (2008) {(#11.32)} {{SUSPENDED}}	2008	null	null	null	null	null	null	null
"Going for Gold" (2008) {(#11.43)} {{SUSPENDED}}	2008	null	null	null	null	null	null	null
"Going Live!" (1987) {(#1.21)}	1987	null	null	null	Schofield, Phillip	Greene, Sarah (I)	8.0	UK
"Going Live!" (1987) {(#6.27)}	1987	null	null	null	null	Greene, Sarah (I)	8.0	UK
"Goji ni muchu!" (2005) {(#1.2075)}	2005	Talk-Show	null	null	Mangrove, Mitz	Machi, Asei	null	Japan
"Golpe bajo" (2007) {(#2.5)}	2007	Reality-TV	null	null	de la Fuente, Cristi�n	Pope, Janis	7.4	Chile
"Gomorron" (1992) {(2008-10-17)}	1992	News	null	null	Svensson, Ronny	null	4.6	Sweden
"Gomorron" (1992) {(2010-09-06)}	1992	News	null	null	Labero, Joe	Janouch, Katerina	4.6	Sweden
"Gomorron" (1992) {(2010-12-30)}	1992	News	null	null	Fuglesang, Christer	Lund, Regina (I)	4.6	Sweden
"Gomorron" (1992) {(2013-06-11)}	1992	News	null	Danielsson, Marit	Batra, David	De Paula, Tilde	4.6	Sweden
"Gomorron" (1992) {(2013-07-04)}	1992	News	null	Danielsson, Marit	B�rjesson, Jesper	Andersson, Ulrika	4.6	Sweden
"Gomorron" (1992) {(2013-09-14)}	1992	News	null	null	B�rjesson, Jesper	Shemoun Olsson, Rania	4.6	Sweden
"Gomorron" (1992) {(2013-11-20)}	1992	News	null	Danielsson, Marit	Jihde, Peter	De Paula, Tilde	4.6	Sweden
"Gomorron" (1992) {Om filmerna 'S� vit som en sn�' och 'Festival'}	1992	News	null	null	Aliaga, Martin (I)	Bie, K�lla	4.6	Sweden
"Gonchie" (2007) {(#5.7)}	2007	Crime	null	null	null	null	null	Russia
"Good Bad Flicks" (2010) {America 3000 (#5.5)}	2010	Talk-Show	null	null	null	null	9.3	null
"Good Day L.A." (1993) {(2013-05-03)}	1993	Talk-Show	null	Reusch-Weinroth, Joya Dee	Edwards, Steve (II)	Sansone, Maria (II)	5.7	USA
"Good Eats" (1999) {Pantry Raid III: Cool Beans (#3.10)}	1999	Documentary	null	null	Brown, Alton (II)	Connell, Caroline (I)	8.5	USA
"Good Grief" (1990) {Mooses, Masons, and the Secret Life of Trees (#1.5)}	1990	Comedy	null	Steinberg, David (XII)	Mandel, Howie (I)	Schaal, Wendy	8.2	USA
"Good Morning America" (1975) {(1977-03-29)}	1975	Talk-Show	null	null	Dern, Bruce	null	5.3	USA
"Good Morning America" (1975) {(1977-05-25)}	1975	Talk-Show	null	null	Ali, Muhammad (I)	Dickinson, Angie	5.3	USA
"Good Morning America" (1975) {(2008-03-12)}	1975	Talk-Show	null	O'Keefe, Mellen	null	Smart, Elizabeth (II)	5.3	USA
"Good Morning America" (1975) {(2012-07-08)}	1975	Talk-Show	null	Ruth, Sarah (I)	Claiborne, Ron	Golodryga, Bianna	5.3	USA
"Good Morning America" (1975) {(2012-10-25)}	1975	Talk-Show	null	Ruth, Sarah (I)	Bragman, Howard	Behar, Joy	5.3	USA
"Good Morning America" (1975) {(2015-01-21)}	1975	Talk-Show	null	null	Stephanopoulos, George	Roberts, Robin (II)	5.3	USA
"Good Morning America" (1975) {Yo Yo Man and the Silk Road Ensemble}	1975	Talk-Show	O'Neil, Chuck (II)	Major, Michelle (I)	Ma, Yo-Yo	Sawyer, Diane	5.3	USA
"Good Mythical Morning" (2012) {Blood Type Personality Test (#8.68)}	2012	Talk-Show	null	null	McLaughlin, Rhett	null	8.5	USA
"Good Times" (1974) {Breaker, Breaker (#5.8)}	1974	Comedy	Keith, Gerren	Kalish, Austin	Carter, Ralph (I)	DuBois, Ja'net	6.8	USA
"Good Times" (1974) {Florida's Rich Cousin (#3.5)}	1974	Comedy	Kenwith, Herbert	Manings, Allan	Amos, John (I)	Rolle, Esther (I)	6.7	USA
"Goodbye Cruel World" (1992)	1992	Drama	null	null	Armstrong, Alun	Johnston, Sue (I)	7.7	UK
"Goodbye Deutschland! - Die Auswanderer" (2006) {Daniela Katzenberger bei Laux L.A. III}	2006	Documentary	null	Beck, Susanne (IV)	null	null	4.3	Germany
"Goodbye Deutschland! - Die Auswanderer" (2006) {West Coast 4: Loulou/Familie Busduga}	2006	Documentary	null	Heuer, Kerstin	null	null	4.3	Germany
"Goodyear Television Playhouse" (1951) {Pencil Sketch (#5.24)}	1951	Drama	null	null	Nugent, Elliott	Alexander, Millette	7.9	USA
"Gosei sentai Dairanger" (1993) {Attama Kit� (#1.5)}	1993	Fantasy	Ogasawara, Takeshi	null	Wada, Keiichi	Takahashi, Natsumi	7.6	Japan
"Gospel Dream" (2003) {(2009-07-22)}	2003	Reality-TV	NeJame, Marie	null	Kasem, Mike	Locke, Kimberley	null	USA
"Gotha - kult, kitsch og b-film" (1996) {(#1.3)}	1996	Talk-Show	null	null	Str�m, Palle	null	7.4	Denmark
"Gou: Himetachi no Sengoku" (2011) {Maboroshi no Sekigahara (#1.35)}	2011	Drama	null	null	Sait�, Takumi (I)	null	7.9	Japan
"Gourmet's Diary of a Foodie" (2006) {Southern India: The Spice of Life (#2.1)}	2006	Documentary	null	Donnelly, Laurie (I)	null	Teo, Kiat-Sing	8.3	USA
"Grace Period" (2015)	2015	Comedy	Rodriguez, Christopher (XIII)	null	Lawlor, Robert (II)	Low, Chelsea (II)	null	USA
"Graduados" (2012) {(#1.22)}	2012	Romance	null	Arena, Javier	Hendler, Daniel (I)	Dupl�a, Nancy	7.3	Argentina
"Graham's Gang" (1977) {Cordial Intent (#2.5)}	1977	Comedy	Fox, Marilyn (II)	Home, Anna	Corbett, Alan	Forsyth, Brigit	null	UK
"Gran hermano VIP: El desaf�o" (2004) {(2005-02-01)}	2004	null	null	null	V�zquez, Jes�s (II)	Lozano, Lydia	1.5	Spain
"Gran teatro" (1960) {El amor de los cuatro coroneles}	1960	Drama	null	null	Blanco, Tom�s (I)	Massip, Mar�a	null	Spain
"Gran teatro" (1964) {Hipolito}	1964	Drama	null	null	Dant�s, Ra�l	Souza, Pilar	null	Mexico
"Grand Designs" (1999) {The Eco Arch: Revisited (#11.9)}	1999	Documentary	null	null	McCloud, Kevin	null	8.6	UK
"Grand Prix Snooker" (2006)	2006	Sport	null	null	null	null	null	UK
"Grand Prix" (1995) {(2004-07-16)}	1995	Game-Show	Boserman, Valerio	Avenda�o, Jos� Mar�a	Garc�a, Ram�n (IV)	Borokh, Kateryna	5.7	Spain
"Grande Teatro Tupi" (1951) {Um Salmo de David (#13.37)}	1951	Drama	Kosmo, Wanda	Gabus Mendes, Cassiano	Aires, Percy	Sanches, Marisa	null	Brazil
"Grandmother Winsome's Variety Minute" (2011) {Guest Anne Pastor (#2.1)}	2011	Comedy	Doherty, Michael (VI)	Keenan, Jason (I)	null	Kitchen, Susan (I)	8.7	USA
"Grange Hill" (1978) {(#28.6)}	1978	Family	Hoffe, Tessa	Redmond, Phil	Baker-Duly, Edward	Bunney, Lauren	7.2	UK
"Grange Hill" (1978) {Buddy Hell (#31.7)}	1978	Family	Bean, Adrian	Hanson, David (III)	Brown, Dequaine	Armstrong-Lowe, Wenona	7.2	UK
"Granitsa vremeni" (2015) {(#1.23)}	2015	null	null	null	null	null	null	Russia
"Grappler Baki kyokudai taikai" (2001) {Rencounter (#1.24)}	2001	Sport	null	null	Tompkins, Matthew (I)	Young, Stephanie (V)	7.8	Japan
"Great British Hairdresser" (2011) {(#1.8)}	2011	Reality-TV	null	null	null	null	5.2	UK
"Great British Railway Journeys" (2010) {Brighton to Crystal Palace (#2.1)}	2010	Documentary	Beers, Marc	Lewis, Camilla	Portillo, Michael (II)	null	8.4	UK
"Grechanka" (2015) {(#1.30)}	2015	null	null	null	null	Sumskaya, Olga	null	Ukraine
"Greed" (1999) {(2000-07-11)}	1999	Game-Show	null	null	null	null	6.4	USA
"Green Porno" (2008) {Anglerfish (#2.5)}	2008	Comedy	null	null	null	null	8.0	USA
"Greetings from Tucson" (2002) {Spiteful Dating (#1.6)}	2002	Comedy	null	Gorodetsky, Eddie	Chavez, Bobby	Creskoff, Rebecca	7.4	USA
"Grey's Anatomy" (2005) {Much Too Much (#2.10)}	2005	Romance	Stanzler, Wendey	Beers, Betsy	Chambers, Justin (I)	Pompeo, Ellen	8.1	USA
"Grey's Anatomy" (2005) {Some Kind of Miracle (#3.17)}	2005	Romance	Arkin, Adam	Beers, Betsy	Chambers, Justin (I)	Pompeo, Ellen	8.6	USA
"Grim & Evil" (2001) {El d�a de los muertos estupidos/Heartburn (#7.12)}	2001	Fantasy	null	Atoms, Maxwell	Eagles, Greg	Griffin, Grey	8.6	USA
"Grim & Evil" (2001) {Prank Call of Cthulu (#5.6)}	2001	Fantasy	Perrotto, Sue	Atoms, Maxwell	Eagles, Greg	Griffin, Grey	7.6	USA
"Grimm" (2011) {Revelation (#3.13)}	2011	Mystery	O'Hara, Terrence	Barba, Norberto	Giuntoli, David	Tulloch, Bitsie	9.1	USA
"Grizzly Tales for Gruesome Kids" (2000) {Message in a Bottle (#7.7)}	2000	Horror	null	null	null	null	7.5	UK
"Groove High" (2012/I) {The Inside Man (#1.2)}	2012	Musical	Freedman, David (III)	Puech, Fr�d�ric	Bailey, Jonathan (I)	Barks, Samantha	7.0	France
"Grooveable Feast" (2010)	2010	Music	Tocker, Dorian	null	Julian, Richard (III)	Vega, Suzanne (I)	null	USA
"Grotbags" (1991) {The Revenge of Hogzilla}	1991	Comedy	Clews, Colin	Clews, Colin	Coombs, Richard	Scott, Carol Lee	7.5	UK
"GT Ragazzi" (1998) {La fatina del Dentino}	1998	News	null	null	null	null	6.0	Italy
"GTAV Comedy" (2013) {Invisible Car Glitch & Sandy Ravaging (#1.1)}	2013	Comedy	null	null	Briggs, Andy (III)	null	null	UK
"Guapas" (2014) {After Office (#1.2)}	2014	Romance	Gil, Lucas	Gonz�lez, Adri�n (I)	Brieva, Dady	Mor�n, Mercedes	7.1	Argentina
"Gufol mysteriet" (1997)	1997	null	null	Obel, Michael	null	Hillings�, Ellen	7.7	Denmark
"Guide to Style" (2007) {(#1.1)}	2007	Reality-TV	Wechsler, Michael Z.	Barcellos, Christian (I)	Gunn, Tim (I)	Webb, Veronica	6.7	UK
"Guinness World Records Unleashed" (2013) {Fighting a Jet (#1.2)}	2013	Reality-TV	null	Kearns, Burt	Davis, Lance Lee	null	6.7	USA
"Gumman som blev liten som en tesked" (1967) {Gumman och makaronipuddingen (#1.2)}	1967	Family	Lagerson, Christina	Lagerson, Christina	Lindstedt, Carl-Gustaf	Andersson, Birgitta (I)	7.6	Sweden
"Gunn" (2008) {Home for War (#1.1)}	2008	Crime	Rodriguez, Jermaine	La, Johnny	Castro, Victor (II)	Dee (XIV)	null	USA
"Guns, Germs, and Steel" (2005) {Out of Eden (#1.1)}	2005	History	Lambert, Tim (III)	Bradley, Richard (I)	Coyote, Peter	null	8.1	USA
"Gunshi Kanbee" (2014)	2014	History	null	null	Okada, Jun'ichi (II)	null	8.4	Japan
"Gunshi Kanbee" (2014) {Inochigake no utage (#1.11)}	2014	History	null	null	null	null	8.4	Japan
"Gunsmoke" (1955) {The Innocent (#15.10)}	1955	Western	Chomsky, Marvin J.	Mantley, John	Arness, James (I)	Blake, Amanda (I)	7.6	USA
"Gurimu meisaku gekijou" (1987) {The Golden Goose (#1.6)}	1987	Animation	null	null	Lehmann, Theodore	null	8.5	USA
"Gurimu meisaku gekijou" (1987) {The Story of the Summer Garden and the Winter Garden (#2.3)}	1987	Animation	null	null	null	null	8.5	USA
"Gustafsson 3 tr" (2011) {Vera p� vift (#1.4)}	2011	Comedy	Sundvall, Kjell	null	Gustafsson, Robert (I)	Esselius, Matilda	6.2	Sweden
"Gute Zeiten, schlechte Zeiten" (1992) {(#1.2386)}	1992	Romance	null	null	Graefe, Ferenc	null	2.3	Germany
"Gute Zeiten, schlechte Zeiten" (1992) {(#1.4364)}	1992	Romance	null	null	Hodapp, Marc	null	2.0	Germany
"Guy Code" (2011) {PDA and Moms (#3.9)}	2011	Comedy	Stuckey, Andy	Morrison, P.J. (I)	Davidson, Pete	Luu, Tiffany (I)	7.3	USA
"Guys with Kids" (2012) {Gary's Idea (#1.15)}	2012	Comedy	Garner Jr., Leonard R.	Fallon, Jimmy	Anderson, Anthony (I)	Bledsoe, Tempestt	7.3	USA
"Gyakky� burai Kaiji" (2007) {B�rei (#1.14)}	2007	Animation	Sueda, Yoshifumi	Tamura, Manabu	null	null	8.2	Japan
"Gyulchatay. Radi lyubvi" (2014) {(#1.12)}	2014	Drama	null	null	null	Rozanova, Irina	null	Russia
"G�ster med gester" (1982) {(#9.6)}	1982	Game-Show	null	null	Batra, David	Benn, Sissela	null	null
"G�g� sentai B�kenger" (2006) {Ky�fu naru dai shinkan (#1.48)}	2006	null	null	null	Takahashi, Mitsuomi	Nakamura, Chise	7.8	Japan
"H" (1998)	1998	Comedy	null	null	null	null	7.4	France
"Ha Ha Hairies" (2012) {The Day a Hairy Hoglet Came to Stay (#1.7)}	2012	Family	null	Page, Jan	Lowe, Rew	Cerise, Josie	4.6	UK
"Ha-Shminiya" (2005) {Igban Tadeush (#3.28)}	2005	Thriller	Duenyas, Ruby	Zilber, Einat	Vital, Yedidya	Yalon, Hili	6.3	Israel
"Ha-Shminiya" (2005) {Little Red Riding Hood (#2.31)}	2005	Thriller	Duenyas, Ruby	Zilber, Einat	Vital, Yedidya	Yalon, Hili	6.3	Israel
"Habitar Habitat" (2013) {Casa do Colono Alem�o (#1.9)}	2013	Documentary	null	null	null	null	null	Brazil
"Hacch�bori no shichinin" (2000) {(#7.1)}	2000	Drama	null	null	null	null	null	Japan
"Hachimitsu to kur�b�" (2005) {Chapter 14 (#1.14)}	2005	Romance	And�, Ken	Maki, Taro	null	Halley, Heather	8.2	Japan
"Hack" (2002)	2002	Drama	Rosenthal, Rick (I)	Baker, Mark A. (I)	null	null	7.2	USA
"Hacktion" (2011) {M�ltid�z�s (#1.12)}	2011	Drama	De�k, Krist�f (I)	Szil�gyi, Adrienne	Hujber, Ferenc	Gubik, �gi	5.7	Hungary
"Haha wo tazunete sanzenri" (1976) {Finally to Mother (#1.51)}	1976	Drama	null	null	null	null	7.4	Japan
"Hai debate" (2006) {(2008-04-14)}	2006	News	Pedrido, Xoaqu�n	null	Aymerich, Carlos	Rodr�guez, Ana (III)	null	Spain
"Hairapy" (2014) {Exodus (#1.3)}	2014	Comedy	Butler, Ron (I)	null	Bottrell, David Dean	Bloom, Shauna	null	USA
"Hajime no ippo" (2000) {1 cm no hakairyoku (#1.7)}	2000	Sport	null	null	null	null	8.9	Japan
"Haj�napl�" (2009) {M�jus-J�nius (#1.5)}	2009	Drama	M�ty�ssy, �ron	Bodzs�r, Istv�n	K�das, J�zsef	Pet�, Kata	5.3	Hungary
"Hakaba kitar�" (2008) {Jinr� to y�rei ressha (#1.7)}	2008	Animation	Shibata, Hiroki	Hayashida, Norihiro	null	null	6.8	Japan
"Hakgyo 2013" (2012) {(#5.1)}	2012	Mystery	null	null	Choi, Daniel (I)	Jang, Na-ra	8.1	South Korea
"Hakushaku to y�sei" (2008) {Bansh� no kioku (#1.9)}	2008	Romance	null	null	Midorikawa, Hikaru	Mizuki, Nana (I)	7.1	Japan
"Half Cut Tea" (2013) {Sandeep Parikh: Writer/Director (#2.4)}	2013	Short	Long, Jordan Wayne	Long, Jordan Wayne	Parikh, Sandeep	null	7.7	USA
"Half Hour Story" (1967) {Nothing's Ever Over (#3.5)}	1967	Drama	Clarke, Alan (I)	Richman, Stella	Craig, Michael (I)	Atkins, Eileen	7.8	UK
"Hallo Hollywood" (2009) {(#1.3)}	2009	Reality-TV	Wyden, Roman	Huber, Philippe (II)	Wyden, Roman	Brauen, Yangzom	7.4	Switzerland
"Hallo K3!" (2010) {De Karen-dictatuur (#1.10)}	2010	Family	null	null	Post, Winston	Damen, Karen	7.6	Belgium
"Hallo Spencer" (1979) {Das Betthupferl (#29.9)}	1979	Family	null	null	Hall, Joachim	Bongers, Andrea	7.1	West Germany
"Hallo Spencer" (1979) {Kleider f�r die Leute (#28.3)}	1979	Family	Busse, Christoph	null	Hall, Joachim	Ilic, Maria	7.1	West Germany
"Hallo, det er Jul" (1995) {3. December (#1.3)}	1995	Family	Bernth, Piv	Lydiksen, Hans	Jensen, Ejnar Hans	Sadolin, Birgit	7.2	Denmark
"Halo 4: Forward Unto Dawn" (2012) {Part 3 (#1.3)}	2012	Sci-Fi	Hendler, Stewart	Shaukat, Hameed	Giroux, Tony	null	6.6	USA
"Hamilton Life" (2012)	2012	Talk-Show	null	null	null	null	null	Canada
"Hammer House of Horror" (1980) {The Mark of Satan (#1.13)}	1980	Horror	Leaver, Don	Lawrence, Brian (I)	McEnery, Peter	Hale, Georgina	6.2	UK
"Hanako to An" (2014) {(#1.126)}	2014	Drama	null	null	null	MacDonald, Sarah (XIII)	8.5	Japan
"Hanako to An" (2014) {(#1.76)}	2014	Drama	null	null	null	MacDonald, Sarah (XIII)	8.5	Japan
"Handlers" (2014)	2014	Action	Long, Andrew Espinoza	Sporea, Andrei	Fountain, Liam	Chase, Erica	8.4	USA
"Hands on History" (2001) {Caskets}	2001	null	null	Land, Stephen (I)	Hazelton, Ron	null	null	USA
"Handy Ma'am with Beverly DeJulio" (2002) {The Bedroom (#1.12)}	2002	null	null	null	null	null	null	USA
"Handy Manny's School for Tools" (2010) {Sneeze Cleans Up}	2010	Animation	null	null	null	null	null	USA
"Hangin' In" (1981) {Meeting of the Minds (#6.9)}	1981	Comedy	null	null	Eisner, David	Cadeau, Lally	7.3	Canada
"Hangin' w/MTV" (1992) {Sonic Youth}	1992	Music	Perota, Joe	Greirson, Patty	Moore, Thurston	Gordon, Kim (I)	3.0	USA
"Hannah Montana" (2006) {Schooly Bully (#1.23)}	2006	Music	Christiansen, Roger	Peterman, Steven	Musso, Mitchel	Cyrus, Miley	6.7	USA
"Hannity & Colmes" (1996) {(2005-08-09)}	1996	Talk-Show	null	null	Baden, Michael	Bremner, Anne	3.5	USA
"Hannity" (2009) {(2010-04-14)}	2009	Talk-Show	null	null	Hannity, Sean	Perino, Dana	3.5	USA
"Hannity" (2009) {(2012-04-16)}	2009	Talk-Show	null	null	Hannity, Sean	Powers, Kirsten	3.5	USA
"Hannity" (2009) {(2012-07-23)}	2009	Talk-Show	null	null	Hannity, Sean	null	3.5	USA
"Hannity" (2009) {(2014-09-02)}	2009	Talk-Show	null	null	Hannity, Sean	Loudon, Gina	3.5	USA
"Hannity" (2009) {(2015-01-15)}	2009	Talk-Show	null	null	Hannity, Sean	null	3.5	USA
"Hannity" (2009) {(2015-07-01)}	2009	Talk-Show	null	null	Hannity, Sean	null	3.5	USA
"Hannity" (2009) {(2015-09-17)}	2009	Talk-Show	null	null	Hannity, Sean	null	3.5	USA
"Hannity" (2009) {(2015-09-30)}	2009	Talk-Show	null	null	Hannity, Sean	null	3.5	USA
"Hannity" (2009) {Obama vs. Netanyahu}	2009	Talk-Show	null	null	Hannity, Sean	Soderberg, Nancy	3.5	USA
"Happening Now" (2007) {(2014-07-04)}	2007	News	null	null	null	null	4.8	USA
"Happening Now" (2007) {(2015-03-26)}	2007	News	null	null	Scott, Jon (I)	Lee, Jenna (I)	4.8	USA
"Happening Now" (2007) {(2015-03-27)}	2007	News	null	null	Scott, Jon (I)	Lee, Jenna (I)	4.8	USA
"Happy Days" (1974) {Richie's Car (#2.2)}	1974	Music	Paris, Jerry (I)	Marshall, Garry	Howard, Ron (I)	Ross, Marion (I)	7.6	USA
"Happy Days" (1974) {White Christmas (#8.6)}	1974	Music	Paris, Jerry (I)	Marshall, Garry	Winkler, Henry	Ross, Marion (I)	6.1	USA
"Happy Hilda" (2015)	2015	Comedy	Birdsall, Christina (I)	Birdsall, Christina (I)	Hanna, Kornelia	null	null	USA
"Happy Video Game Nerd" (2007) {Castlevania Gameboy Trilogy (#7.7)}	2007	Comedy	null	null	null	null	7.0	USA
"Harald Schmidt" (2004) {(2007-05-16)}	2004	Talk-Show	null	null	Schmidt, Harald (I)	null	8.4	Germany
"Harbor Shores" (2013) {SMS (#1.7)}	2013	Comedy	null	null	null	null	null	USA
"Hardball with Chris Matthews" (1997) {(2012-06-22)}	1997	Talk-Show	null	null	null	null	4.6	USA
"Hardball with Chris Matthews" (1997) {(2014-04-14)}	1997	Talk-Show	null	null	null	null	4.6	USA
"Hardball with Chris Matthews" (1997) {(2015-09-17)}	1997	Talk-Show	null	null	null	null	4.6	USA
"Hardcore Gangbang" (2012) {Krissy Lynn's Carnal Desires}	2012	Adult	null	null	Banderas, Marco	Lynn, Krissy	5.8	USA
"Hardly Working" (2007) {Making Fun (#1.24)}	2007	Short	null	null	null	null	7.6	USA
"HARDtalk Extra" (2004) {Julian Barnes}	2004	Talk-Show	null	null	Barnes, Julian (II)	null	5.7	UK
"HARDtalk Extra" (2004) {Paulo Coelho}	2004	Talk-Show	null	null	Coelho, Paulo (I)	Husain, Mishal	5.7	UK
"HARDtalk" (1997) {Zac Goldsmith}	1997	Talk-Show	null	null	null	null	7.9	UK
"Hardtied" (2005) {Dirty Words}	2005	Adult	null	null	null	Adams, Claire (IV)	null	USA
"Hardtied" (2005) {Presenting Veruca James}	2005	Adult	null	null	Black, Cyd (I)	James, Veruca	null	USA
"Harry and His Bucket Full of Dinosaurs" (2005) {Dino Snap (#2.36)}	2005	Family	null	null	Sabiston, Andrew	null	6.8	Canada
"Harry and His Bucket Full of Dinosaurs" (2005) {I Want to Help/Bird of Paradise 2}	2005	Family	null	null	null	null	6.8	Canada
"Hart of Dixie" (2011) {Take This Job and Shove It (#3.3)}	2011	Romance	Hayman, James (I)	Paymer, David	Williams, Cress	Bilson, Rachel	7.8	USA
"Hart of the Annex" (2005)	2005	Comedy	null	Sandler, Robin	Currie, Adrian (I)	Britton, Thea	4.0	Canada
"Harvest" (1980)	1980	Drama	null	Levene, Sam (II)	Coleman, Layne	Cadeau, Lally	null	Canada
"Hasta el fin del mundo" (2014) {Armando quiere el divorcio de inmediato (#1.124)}	2014	Drama	Luna, Marta (I)	D�az, Nicandro	Zepeda, David	De Sousa, Marjorie	7.4	Mexico
"Hasta el fin del mundo" (2014) {Corren a Fausto de la mansi�n Ripoll (#1.83)}	2014	Drama	Luna, Marta (I)	D�az, Nicandro	Zepeda, David	De Sousa, Marjorie	7.4	Mexico
"Hasta el fin del mundo" (2014) {Patricio quiere el amor de Marisol (#1.158)}	2014	Drama	Luna, Marta (I)	D�az, Nicandro	Zepeda, David	De Sousa, Marjorie	7.4	Mexico
"Haunt U" (2010) {Part 4}	2010	null	null	null	null	null	null	USA
"Haunted History" (1999) {The Rockies}	1999	Sci-Fi	Long, Tony (I)	Kirschbaum, Glenn	null	null	7.9	USA
"Haunted Homes" (2004) {Plymouth Girls (#2.1)}	2004	Documentary	Dodd, Erika	Evans, Mary-Jane	null	null	5.7	UK
"Haunted Lives: True Ghost Stories" (1991) {The Brotherhood/Ghost Watch/The Headless Ghost (#1.3)}	1991	Thriller	Levine, Michael (IV)	Ghalayini, Shukri	Barnes, Christopher Daniel	Tilton, Charlene	5.9	USA
"Have Gun - Will Travel" (1957) {Bearbait (#4.34)}	1957	Western	McLaglen, Andrew V.	Pierson, Frank (I)	Boone, Richard (I)	Meredith, Judi	7.2	USA
"Have Gun - Will Travel" (1957) {The Knight (#5.38)}	1957	Western	Jackman Jr., Fred	null	Boone, Richard (I)	Inness, Jean	7.0	USA
"Have You Been Paying Attention?" (2013) {(#4.9)}	2013	Game-Show	null	Cilauro, Santo	Gleisner, Tom	Meadows, Neroli	8.5	Australia
"Hawaii Five-O" (1968) {I'm a Family Crook - Don't Shoot! (#5.13)}	1968	Mystery	Sweeney, Bob (I)	Freeman, Leonard (I)	Lord, Jack (I)	Van Patten, Joyce	7.5	USA
"Hay que vivir" (2007) {A�os perdidos (#1.3)}	2007	Drama	Caro, Jos� Mar�a (I)	Bernardeau, Miguel �ngel	Est�banez, Ces�reo	Ariza, Almudena	6.2	Spain
"Hayaku okita asa wa..." (2005) {(2009-03-01)}	2005	Talk-Show	Tsurimi, Kazumasa	Miyake, Keisuke	null	Matsui, Naomi	null	Japan
"HBO Boxing After Dark" (1996) {(2009-01-17)}	1996	Sport	null	null	Antonacci, Joe	null	7.9	USA
"HBO First Look" (1992) {The Last Mimzy (#14.7)}	1992	Documentary	null	Davis, Caree	Durst, Eric	Hahn, Kathryn	5.5	USA
"Head Over Heels" (1997) {Vice Guy (#1.4)}	1997	Comedy	null	Franklin, Jeff (I)	Bristow, Patrick	Ambuehl, Cindy	6.6	USA
"Heads Up with Richard Herring" (2005)	2005	Talk-Show	Brandon, Derek (I)	Orams, Sam	null	null	null	UK
"Healing and the Mind with Bill Moyers" (1993) {The Art of Healing (#1.4)}	1993	Documentary	Gazit, Chana	null	null	null	7.1	USA
"Heart to Heart" (1986) {(2008-10-03)}	1986	Talk-Show	null	null	null	null	5.8	USA
"Heartbeat" (1992) {Old Masters (#11.6)}	1992	Drama	Kershaw, Noreen	Richardson, Keith (III)	Jones, Freddie (I)	Victory, Fiona	6.8	UK
"Heartbeat" (1992) {Waifs and Strays (#13.7)}	1992	Drama	Morgan, Andrew (I)	Richardson, Keith (III)	Hughes, Geoffrey (I)	McGuckin, Aisl�n	6.8	UK
"Heartbeat" (1992) {Wise Guys (#9.23)}	1992	Drama	Bamford, Roger	Richardson, Keith (III)	Durr, Jason (I)	Dolman, Fiona	6.8	UK
"Heartland" (2007/II) {True Calling (#5.17)}	2012	Family	Bennett, Dean (I)	Conkie, Heather	Wardle, Graham	Marshall, Amber (I)	8.5	Canada
"Hearts Afire" (1992) {Flamingo Summer (#1.22)}	1992	Romance	Thomason, Harry (I)	Bloodworth-Thomason, Linda	Ritter, John	Post, Markie	7.2	USA
"HEC-TV Live!" (2007) {Fighting Fire (#5.16)}	2007	Talk-Show	null	null	null	null	null	USA
"Hee Haw" (1969) {(#17.7)}	1969	Music	null	null	Clark, Roy (II)	Hutton, Gunilla	6.7	USA
"Hee Haw" (1969) {(#4.10)}	1969	Music	Davis, Bill (VI)	Aylesworth, John	Bare, Bobby (I)	Fairchild, Barbara (I)	6.7	USA
"Heil Honey I'm Home!" (1990) {Hitler in the Closer (#1.6)}	1990	Comedy	null	null	null	Friedman, Maria (I)	5.5	UK
"Heimatgeschichten" (1994) {Pl�tzlich und unerwartet}	1994	null	Wichniarz, Karsten	null	Pfitzmann, G�nter	Dohm, Gaby	6.3	Germany
"Helicopter Heroes" (2007) {(#2.13)}	2007	Documentary	null	Henderson, Craig (V)	Wilding, Rav	Schofield, Ulrika	7.1	UK
"Hellenius H�rna" (2010) {Lill Lindfors (#4.3)}	2010	Talk-Show	null	null	Hellenius, David	Lindfors, Lillemor 'Lill'	5.7	Sweden
"Hello Cupid" (2013) {Two (#1.2)}	2013	Comedy	Dortch, Dennis	Perrier, Numa	null	Featherson, Ashley Blaine	7.8	USA
"Hello! Hollywood" (2009) {Golden Globe Set Up}	2009	News	null	null	null	null	7.5	China
"Henry Danger" (2014) {Henry's Jelly (#2.8)}	2014	Sci-Fi	Weissman, Adam (I)	Tholke, Tina	Barnes, Cooper	Anderson, Ella	8.1	USA
"Here and Now" (1961) {Judo}	1961	Documentary	Kemp-Welch, Joan	null	Thomas, Huw (I)	null	null	UK
"Heroes Unmasked" (2007) {Missing Links (#3.8)}	2007	Documentary	Isaac, Gwen	Cossey, Mark	Cabrera, Santiago	Gilsig, Jessalyn	4.8	UK
